Data,IdCircuito,NumeroGiro,NumeroPilota,Tempo,VelocitaMax,VelocitaMin
02-03-2024,1,36,16,00:01:41.209,341.05,288.37
02-03-2024,1,36,44,00:01:41.058,341.14,287.22
02-03-2024,1,37,16,00:01:40.367,341.69,288.82
02-03-2024,1,37,44,00:01:40.534,341.36,287.91
02-03-2024,1,38,16,00:01:33.694,340.39,287.22
02-03-2024,1,38,44,00:01:38.519,339.79,287.05
02-03-2024,1,39,16,00:01:39.670,340.0,287.35
02-03-2024,1,39,44,00:01:35.016,340.72,287.96
02-03-2024,1,40,16,00:01:39.618,341.91,287.95
02-03-2024,1,40,44,00:01:36.123,341.14,287.23
02-03-2024,1,41,16,00:01:39.447,342.02,287.19
02-03-2024,1,41,44,00:01:35.814,339.99,288.17
02-03-2024,1,42,16,00:01:40.355,340.59,288.84
02-03-2024,1,42,44,00:01:35.888,341.14,288.27
02-03-2024,1,43,16,00:01:37.495,339.78,288.41
02-03-2024,1,43,44,00:01:33.634,340.83,288.3
02-03-2024,1,44,16,00:01:39.572,339.97,287.51
02-03-2024,1,44,44,00:01:35.691,339.51,287.46
02-03-2024,1,45,16,00:01:38.382,339.52,289.02
02-03-2024,1,45,44,00:01:33.983,341.02,288.01
02-03-2024,1,46,16,00:01:34.865,341.74,287.53
02-03-2024,1,46,44,00:01:36.686,341.1,288.15
02-03-2024,1,47,16,00:01:34.412,341.53,289.04
02-03-2024,1,47,44,00:01:34.305,340.81,288.94
02-03-2024,1,48,16,00:01:36.287,340.84,288.88
02-03-2024,1,48,44,00:01:40.474,342.12,289.32
02-03-2024,1,49,16,00:01:34.977,340.92,287.81
02-03-2024,1,49,44,00:01:40.242,341.29,287.48
02-03-2024,1,50,16,00:01:38.620,341.36,287.51
02-03-2024,1,50,44,00:01:40.317,340.55,288.87
02-03-2024,1,51,16,00:01:33.862,341.04,289.13
02-03-2024,1,51,44,00:01:33.569,340.43,288.69
02-03-2024,1,52,16,00:01:37.423,340.3,289.05
02-03-2024,1,52,44,00:01:41.743,341.98,288.04
02-03-2024,1,53,16,00:01:37.121,341.24,288.37
02-03-2024,1,53,44,00:01:35.302,340.6,289.05
02-03-2024,1,54,16,00:01:39.412,342.3,288.25
02-03-2024,1,54,44,00:01:39.135,340.66,289.63
02-03-2024,1,55,16,00:01:41.349,342.77,287.85
02-03-2024,1,55,44,00:01:37.585,341.62,289.11
02-03-2024,1,56,16,00:01:35.352,341.8,288.87
02-03-2024,1,56,44,00:01:41.822,342.15,288.31
02-03-2024,1,57,16,00:01:39.819,343.53,288.82
02-03-2024,1,57,44,00:01:40.317,341.89,289.46
09-03-2024,2,1,16,00:01:30.391,347.86,296.51
09-03-2024,2,1,44,00:01:35.445,347.3,297.01
09-03-2024,2,2,16,00:01:35.277,347.55,296.83
09-03-2024,2,2,44,00:01:29.900,346.11,295.41
09-03-2024,2,3,16,00:01:33.256,346.54,296.05
09-03-2024,2,3,44,00:01:32.912,345.49,295.63
09-03-2024,2,4,16,00:01:29.888,347.88,296.66
09-03-2024,2,4,44,00:01:31.182,346.39,296.78
09-03-2024,2,5,16,00:01:30.713,346.53,296.47
09-03-2024,2,5,44,00:01:28.340,347.44,296.15
09-03-2024,2,6,16,00:01:30.153,346.32,296.76
09-03-2024,2,6,44,00:01:32.677,346.22,296.51
09-03-2024,2,7,16,00:01:34.421,346.62,295.94
09-03-2024,2,7,44,00:01:31.177,348.23,295.9
09-03-2024,2,8,16,00:01:31.878,346.2,296.06
09-03-2024,2,8,44,00:01:35.969,348.42,296.33
09-03-2024,2,9,16,00:01:33.426,348.27,297.14
09-03-2024,2,9,44,00:01:34.792,346.7,296.85
09-03-2024,2,10,16,00:01:32.748,348.96,297.3
09-03-2024,2,10,44,00:01:28.308,346.19,296.11
09-03-2024,2,11,16,00:01:35.149,348.63,296.1
09-03-2024,2,11,44,00:01:33.590,346.73,296.49
09-03-2024,2,12,16,00:01:35.623,348.48,296.7
09-03-2024,2,12,44,00:01:35.796,349.0,297.27
09-03-2024,2,13,16,00:01:28.656,348.25,296.3
09-03-2024,2,13,44,00:01:36.266,348.55,296.94
09-03-2024,2,14,16,00:01:28.558,346.9,297.38
09-03-2024,2,14,44,00:01:36.361,349.36,296.42
09-03-2024,2,15,16,00:01:32.617,348.64,297.51
09-03-2024,2,15,44,00:01:34.284,347.81,295.81
09-03-2024,2,16,16,00:01:29.772,348.21,297.52
09-03-2024,2,16,44,00:01:30.865,347.34,297.76
09-03-2024,2,17,16,00:01:35.370,349.02,296.48
09-03-2024,2,17,44,00:01:32.195,348.59,296.72
09-03-2024,2,18,16,00:01:30.304,347.57,296.25
09-03-2024,2,18,44,00:01:29.691,348.11,296.0
09-03-2024,2,19,16,00:01:32.882,347.76,297.62
09-03-2024,2,19,44,00:01:35.742,348.03,297.52
09-03-2024,2,20,16,00:01:34.004,349.99,296.81
09-03-2024,2,20,44,00:01:28.575,347.01,296.28
09-03-2024,2,21,16,00:01:29.760,350.07,296.86
09-03-2024,2,21,44,00:01:28.947,347.98,297.73
09-03-2024,2,22,16,00:01:28.862,349.81,296.41
09-03-2024,2,22,44,00:01:28.695,349.72,298.09
09-03-2024,2,23,16,00:01:35.951,349.99,297.03
09-03-2024,2,23,44,00:01:34.265,348.54,297.94
09-03-2024,2,24,16,00:01:28.403,348.25,296.39
09-03-2024,2,24,44,00:01:30.359,348.67,297.17
09-03-2024,2,25,16,00:01:29.822,349.98,298.13
09-03-2024,2,25,44,00:01:34.283,350.08,296.39
09-03-2024,2,26,16,00:01:34.126,350.37,298.29
09-03-2024,2,26,44,00:01:30.855,348.61,296.56
09-03-2024,2,27,16,00:01:28.846,349.64,298.19
09-03-2024,2,27,44,00:01:31.129,349.59,297.47
09-03-2024,2,28,16,00:01:36.019,349.48,297.2
09-03-2024,2,28,44,00:01:30.322,348.49,297.32
09-03-2024,2,29,16,00:01:28.010,349.24,297.56
09-03-2024,2,29,44,00:01:28.977,350.39,297.92
09-03-2024,2,30,16,00:01:29.528,349.57,296.95
09-03-2024,2,30,44,00:01:33.959,350.56,297.63
09-03-2024,2,31,16,00:01:33.302,349.71,296.76
09-03-2024,2,31,44,00:01:29.908,348.19,297.22
09-03-2024,2,32,16,00:01:29.118,348.65,297.04
09-03-2024,2,32,44,00:01:35.155,348.73,298.27
09-03-2024,2,33,16,00:01:32.756,349.47,296.76
09-03-2024,2,33,44,00:01:32.890,349.68,297.17
09-03-2024,2,34,16,00:01:34.933,350.45,297.0
09-03-2024,2,34,44,00:01:29.355,350.82,297.72
09-03-2024,2,35,16,00:01:28.287,349.68,298.36
09-03-2024,2,35,44,00:01:33.131,349.13,297.45
09-03-2024,2,36,16,00:01:32.537,350.78,298.55
09-03-2024,2,36,44,00:01:30.593,350.57,297.14
09-03-2024,2,37,16,00:01:35.028,351.21,298.28
09-03-2024,2,37,44,00:01:31.881,350.85,298.84
09-03-2024,2,38,16,00:01:34.724,350.53,298.56
09-03-2024,2,38,44,00:01:33.918,351.31,297.32
09-03-2024,2,39,16,00:01:30.576,350.9,297.08
09-03-2024,2,39,44,00:01:30.013,350.33,297.15
09-03-2024,2,40,16,00:01:33.436,349.72,297.79
09-03-2024,2,40,44,00:01:36.379,350.97,297.26
09-03-2024,2,41,16,00:01:34.256,351.2,298.1
09-03-2024,2,41,44,00:01:34.394,349.46,297.6
09-03-2024,2,42,16,00:01:31.807,350.58,297.27
09-03-2024,2,42,44,00:01:28.117,349.85,297.88
09-03-2024,2,43,16,00:01:33.138,349.42,298.19
09-03-2024,2,43,44,00:01:31.180,349.6,298.27
09-03-2024,2,44,16,00:01:30.847,351.99,297.87
09-03-2024,2,44,44,00:01:35.209,350.74,297.44
09-03-2024,2,45,16,00:01:32.615,350.54,298.14
09-03-2024,2,45,44,00:01:31.953,350.73,298.37
09-03-2024,2,46,16,00:01:30.945,349.82,298.95
09-03-2024,2,46,44,00:01:31.921,352.34,298.62
09-03-2024,2,47,16,00:01:30.338,351.26,299.0
09-03-2024,2,47,44,00:01:36.076,351.92,298.93
09-03-2024,2,48,16,00:01:28.471,351.16,298.48
09-03-2024,2,48,44,00:01:28.052,349.85,297.91
09-03-2024,2,49,16,00:01:32.412,351.24,298.7
09-03-2024,2,49,44,00:01:34.644,351.36,299.25
09-03-2024,2,50,16,00:01:34.710,350.17,297.78
09-03-2024,2,50,44,00:01:31.998,352.7,297.59
24-03-2024,3,1,16,00:01:21.549,317.95,271.44
24-03-2024,3,1,44,00:01:21.585,315.29,271.23
24-03-2024,3,2,16,00:01:22.721,316.23,270.63
24-03-2024,3,2,44,00:01:27.078,316.93,271.69
24-03-2024,3,3,16,00:01:26.003,316.43,271.34
24-03-2024,3,3,44,00:01:23.918,316.05,270.21
24-03-2024,3,4,16,00:01:27.668,315.52,270.99
24-03-2024,3,4,44,00:01:27.878,316.75,272.12
24-03-2024,3,5,16,00:01:24.393,318.41,270.64
24-03-2024,3,5,44,00:01:25.334,316.24,271.2
24-03-2024,3,6,16,00:01:25.465,316.22,270.42
24-03-2024,3,6,44,00:01:25.655,317.12,271.59
24-03-2024,3,7,16,00:01:23.695,316.53,270.78
24-03-2024,3,7,44,00:01:24.890,315.86,271.89
24-03-2024,3,8,16,00:01:24.713,316.62,270.89
24-03-2024,3,8,44,00:01:25.954,316.08,272.0
24-03-2024,3,9,16,00:01:24.546,317.02,272.27
24-03-2024,3,9,44,00:01:28.162,317.13,270.59
24-03-2024,3,10,16,00:01:22.277,318.61,270.9
24-03-2024,3,10,44,00:01:24.637,318.89,270.94
24-03-2024,3,11,16,00:01:28.072,316.89,272.28
24-03-2024,3,11,44,00:01:27.665,317.1,271.26
24-03-2024,3,12,16,00:01:22.465,317.03,271.18
24-03-2024,3,12,44,00:01:22.487,318.5,271.35
24-03-2024,3,13,16,00:01:22.703,317.39,270.66
24-03-2024,3,13,44,00:01:24.781,318.66,272.01
24-03-2024,3,14,16,00:01:21.725,316.82,272.32
24-03-2024,3,14,44,00:01:22.349,316.52,272.17
24-03-2024,3,15,16,00:01:22.030,317.04,271.75
24-03-2024,3,15,44,00:01:25.325,317.99,272.67
24-03-2024,3,16,16,00:01:21.808,318.03,271.66
24-03-2024,3,16,44,00:01:24.712,316.72,272.19
24-03-2024,3,17,16,00:01:23.197,317.98,271.53
24-03-2024,3,17,44,00:01:23.733,317.68,272.73
24-03-2024,3,18,16,00:01:21.847,319.21,272.4
24-03-2024,3,18,44,00:01:22.081,317.58,271.12
24-03-2024,3,19,16,00:01:24.569,317.17,271.19
24-03-2024,3,19,44,00:01:27.980,318.73,271.39
24-03-2024,3,20,16,00:01:26.688,319.23,271.96
24-03-2024,3,20,44,00:01:24.412,318.17,271.96
24-03-2024,3,21,16,00:01:26.891,319.25,271.49
24-03-2024,3,21,44,00:01:23.745,317.61,272.7
24-03-2024,3,22,16,00:01:22.795,318.54,271.15
24-03-2024,3,22,44,00:01:24.555,318.95,272.34
24-03-2024,3,23,16,00:01:28.162,320.02,272.24
24-03-2024,3,23,44,00:01:27.736,318.08,271.99
24-03-2024,3,24,16,00:01:27.748,318.8,272.2
24-03-2024,3,24,44,00:01:22.448,318.63,272.16
24-03-2024,3,25,16,00:01:23.885,318.94,272.63
24-03-2024,3,25,44,00:01:27.772,319.82,272.17
24-03-2024,3,26,16,00:01:26.338,319.98,271.5
24-03-2024,3,26,44,00:01:25.932,319.12,271.63
24-03-2024,3,27,16,00:01:25.031,320.67,272.81
24-03-2024,3,27,44,00:01:25.352,319.96,273.08
24-03-2024,3,28,16,00:01:22.222,319.35,272.25
24-03-2024,3,28,44,00:01:24.700,318.85,273.26
24-03-2024,3,29,16,00:01:22.566,318.28,272.56
24-03-2024,3,29,44,00:01:26.233,319.46,271.71
24-03-2024,3,30,16,00:01:21.358,318.86,273.37
24-03-2024,3,30,44,00:01:28.304,320.3,271.76
24-03-2024,3,31,16,00:01:26.870,319.55,273.48
24-03-2024,3,31,44,00:01:22.150,319.44,272.89
24-03-2024,3,32,16,00:01:25.746,318.99,272.83
24-03-2024,3,32,44,00:01:26.063,320.41,272.92
24-03-2024,3,33,16,00:01:25.019,320.01,272.37
24-03-2024,3,33,44,00:01:27.882,319.06,272.6
24-03-2024,3,34,16,00:01:27.484,321.15,272.34
24-03-2024,3,34,44,00:01:25.566,319.73,272.22
24-03-2024,3,35,16,00:01:26.625,319.63,271.79
24-03-2024,3,35,44,00:01:22.719,321.35,272.91
24-03-2024,3,36,16,00:01:26.465,319.31,273.04
24-03-2024,3,36,44,00:01:24.945,321.36,272.73
24-03-2024,3,37,16,00:01:26.402,320.72,273.64
24-03-2024,3,37,44,00:01:25.496,319.14,272.02
24-03-2024,3,38,16,00:01:21.548,319.02,272.16
24-03-2024,3,38,44,00:01:23.503,320.37,271.93
24-03-2024,3,39,16,00:01:26.135,319.46,272.02
24-03-2024,3,39,44,00:01:25.641,320.25,273.94
24-03-2024,3,40,16,00:01:28.412,321.75,273.01
24-03-2024,3,40,44,00:01:24.456,319.39,272.15
24-03-2024,3,41,16,00:01:23.621,321.14,272.83
24-03-2024,3,41,44,00:01:27.337,319.78,272.97
24-03-2024,3,42,16,00:01:24.611,320.92,272.37
24-03-2024,3,42,44,00:01:26.864,321.75,273.95
24-03-2024,3,43,16,00:01:22.213,321.57,274.09
24-03-2024,3,43,44,00:01:22.170,321.36,272.87
24-03-2024,3,44,16,00:01:23.126,320.65,273.69
24-03-2024,3,44,44,00:01:25.447,319.8,273.62
24-03-2024,3,45,16,00:01:27.049,320.25,273.94
24-03-2024,3,45,44,00:01:25.893,319.58,273.65
24-03-2024,3,46,16,00:01:27.700,322.36,272.73
24-03-2024,3,46,44,00:01:21.921,321.9,273.36
24-03-2024,3,47,16,00:01:26.209,321.25,273.74
24-03-2024,3,47,44,00:01:27.890,319.94,274.3
24-03-2024,3,48,16,00:01:23.674,321.79,273.79
24-03-2024,3,48,44,00:01:28.343,321.62,273.83
24-03-2024,3,49,16,00:01:24.030,322.45,272.62
24-03-2024,3,49,44,00:01:27.307,321.38,274.38
24-03-2024,3,50,16,00:01:21.912,321.99,274.3
24-03-2024,3,50,44,00:01:24.099,321.62,273.3
24-03-2024,3,51,16,00:01:24.477,321.35,273.21
24-03-2024,3,51,44,00:01:22.123,320.66,272.85
24-03-2024,3,52,16,00:01:24.043,320.57,273.97
24-03-2024,3,52,44,00:01:21.548,322.85,274.08
24-03-2024,3,53,16,00:01:26.216,321.92,273.68
24-03-2024,3,53,44,00:01:27.376,320.68,274.28
24-03-2024,3,54,16,00:01:23.123,322.23,273.12
24-03-2024,3,54,44,00:01:25.995,322.62,273.24
24-03-2024,3,55,16,00:01:27.341,321.14,274.07
24-03-2024,3,55,44,00:01:22.792,323.08,272.99
24-03-2024,3,56,16,00:01:24.822,322.65,273.6
24-03-2024,3,56,44,00:01:23.382,323.11,274.0
24-03-2024,3,57,16,00:01:26.698,322.06,273.12
24-03-2024,3,57,44,00:01:21.268,321.88,274.39
24-03-2024,3,58,16,00:01:23.992,322.81,273.88
24-03-2024,3,58,44,00:01:22.085,322.51,273.73
07-04-2024,4,1,16,00:01:44.164,331.69,286.75
07-04-2024,4,1,44,00:01:46.647,330.69,285.88
07-04-2024,4,2,16,00:01:47.944,332.74,287.03
07-04-2024,4,2,44,00:01:48.150,332.33,285.73
07-04-2024,4,3,16,00:01:43.204,330.83,285.84
07-04-2024,4,3,44,00:01:45.602,332.69,286.69
07-04-2024,4,4,16,00:01:48.528,330.8,285.81
07-04-2024,4,4,44,00:01:45.162,331.43,287.19
07-04-2024,4,5,16,00:01:45.427,332.2,285.44
07-04-2024,4,5,44,00:01:42.341,333.13,285.76
07-04-2024,4,6,16,00:01:48.685,333.15,286.09
07-04-2024,4,6,44,00:01:44.418,332.24,286.22
07-04-2024,4,7,16,00:01:46.408,330.85,287.12
07-04-2024,4,7,44,00:01:46.480,331.94,286.69
07-04-2024,4,8,16,00:01:41.873,332.78,287.33
07-04-2024,4,8,44,00:01:44.495,333.4,286.22
07-04-2024,4,9,16,00:01:43.992,333.69,287.16
07-04-2024,4,9,44,00:01:44.165,332.61,285.71
07-04-2024,4,10,16,00:01:46.990,332.01,286.51
07-04-2024,4,10,44,00:01:46.599,332.12,287.34
07-04-2024,4,11,16,00:01:41.775,333.14,286.13
07-04-2024,4,11,44,00:01:44.718,333.34,286.44
07-04-2024,4,12,16,00:01:43.984,333.54,286.01
07-04-2024,4,12,44,00:01:42.234,331.99,286.65
07-04-2024,4,13,16,00:01:42.953,331.85,285.94
07-04-2024,4,13,44,00:01:48.885,333.02,287.44
07-04-2024,4,14,16,00:01:47.712,331.93,286.97
07-04-2024,4,14,44,00:01:46.245,333.25,287.24
07-04-2024,4,15,16,00:01:46.177,334.39,285.85
07-04-2024,4,15,44,00:01:42.697,333.46,287.02
07-04-2024,4,16,16,00:01:43.269,333.1,286.42
07-04-2024,4,16,44,00:01:42.368,331.67,286.92
07-04-2024,4,17,16,00:01:48.090,333.05,286.67
07-04-2024,4,17,44,00:01:46.344,332.59,285.99
07-04-2024,4,18,16,00:01:42.903,331.85,287.74
07-04-2024,4,18,44,00:01:44.828,332.85,287.18
07-04-2024,4,19,16,00:01:48.376,334.23,287.93
07-04-2024,4,19,44,00:01:48.091,333.35,287.58
07-04-2024,4,20,16,00:01:47.740,333.28,286.61
07-04-2024,4,20,44,00:01:44.995,332.45,286.19
07-04-2024,4,21,16,00:01:47.183,332.37,287.0
07-04-2024,4,21,44,00:01:44.882,334.71,286.54
07-04-2024,4,22,16,00:01:47.712,334.55,287.8
07-04-2024,4,22,44,00:01:43.740,334.72,287.81
07-04-2024,4,23,16,00:01:43.789,335.28,287.08
07-04-2024,4,23,44,00:01:43.206,334.08,287.83
07-04-2024,4,24,16,00:01:43.036,332.52,287.78
07-04-2024,4,24,44,00:01:46.566,333.3,286.9
07-04-2024,4,25,16,00:01:47.384,334.39,286.51
07-04-2024,4,25,44,00:01:45.668,333.89,287.4
07-04-2024,4,26,16,00:01:46.551,335.51,287.42
07-04-2024,4,26,44,00:01:41.799,333.82,287.9
07-04-2024,4,27,16,00:01:42.817,334.23,287.15
07-04-2024,4,27,44,00:01:43.822,334.07,287.49
07-04-2024,4,28,16,00:01:41.757,335.79,286.4
07-04-2024,4,28,44,00:01:42.093,334.47,286.74
07-04-2024,4,29,16,00:01:43.861,334.15,288.13
07-04-2024,4,29,44,00:01:46.388,334.7,286.49
07-04-2024,4,30,16,00:01:44.195,335.42,286.74
07-04-2024,4,30,44,00:01:47.146,334.83,287.06
07-04-2024,4,31,16,00:01:42.284,334.41,287.74
07-04-2024,4,31,44,00:01:44.468,333.83,287.89
07-04-2024,4,32,16,00:01:42.772,333.94,287.95
07-04-2024,4,32,44,00:01:47.939,333.41,287.17
07-04-2024,4,33,16,00:01:46.355,334.15,287.23
07-04-2024,4,33,44,00:01:47.144,333.33,287.79
07-04-2024,4,34,16,00:01:42.864,335.48,288.0
07-04-2024,4,34,44,00:01:48.091,335.29,287.84
07-04-2024,4,35,16,00:01:47.890,336.2,288.3
07-04-2024,4,35,44,00:01:45.320,335.94,287.19
07-04-2024,4,36,16,00:01:41.831,334.32,288.41
07-04-2024,4,36,44,00:01:42.914,335.76,286.94
07-04-2024,4,37,16,00:01:44.646,334.18,288.01
07-04-2024,4,37,44,00:01:47.066,334.25,287.13
07-04-2024,4,38,16,00:01:42.325,336.72,287.39
07-04-2024,4,38,44,00:01:44.256,335.42,288.12
07-04-2024,4,39,16,00:01:45.543,335.22,288.08
07-04-2024,4,39,44,00:01:42.789,334.52,288.32
07-04-2024,4,40,16,00:01:47.347,336.0,287.63
07-04-2024,4,40,44,00:01:47.141,334.85,287.89
07-04-2024,4,41,16,00:01:43.680,335.88,287.14
07-04-2024,4,41,44,00:01:46.144,336.73,288.93
07-04-2024,4,42,16,00:01:44.299,335.29,289.0
07-04-2024,4,42,44,00:01:45.879,335.1,288.35
07-04-2024,4,43,16,00:01:45.147,336.03,287.61
07-04-2024,4,43,44,00:01:46.444,335.17,287.66
07-04-2024,4,44,16,00:01:44.746,337.08,288.81
07-04-2024,4,44,44,00:01:42.314,337.27,287.58
07-04-2024,4,45,16,00:01:48.783,336.6,287.96
07-04-2024,4,45,44,00:01:46.750,335.44,287.92
07-04-2024,4,46,16,00:01:44.742,337.48,287.98
07-04-2024,4,46,44,00:01:47.528,335.15,287.65
07-04-2024,4,47,16,00:01:41.555,334.78,288.53
07-04-2024,4,47,44,00:01:47.612,335.62,287.63
07-04-2024,4,48,16,00:01:46.918,335.03,288.18
07-04-2024,4,48,44,00:01:44.429,336.34,289.33
07-04-2024,4,49,16,00:01:47.370,335.59,287.55
07-04-2024,4,49,44,00:01:43.649,335.42,288.11
07-04-2024,4,50,16,00:01:41.923,337.53,288.56
07-04-2024,4,50,44,00:01:46.998,336.82,289.29
07-04-2024,4,51,16,00:01:42.134,337.7,289.08
07-04-2024,4,51,44,00:01:44.456,335.66,287.85
07-04-2024,4,52,16,00:01:44.450,336.32,288.14
07-04-2024,4,52,44,00:01:44.882,337.94,289.3
07-04-2024,4,53,16,00:01:48.578,335.48,289.22
07-04-2024,4,53,44,00:01:45.362,336.48,287.7
21-04-2024,5,1,16,00:01:47.769,321.91,276.62
21-04-2024,5,1,44,00:01:46.406,320.22,276.15
21-04-2024,5,2,16,00:01:47.703,322.77,276.02
21-04-2024,5,2,44,00:01:51.739,322.35,276.16
21-04-2024,5,3,16,00:01:51.013,320.43,277.05
21-04-2024,5,3,44,00:01:53.302,323.2,276.05
21-04-2024,5,4,16,00:01:53.316,321.01,276.75
21-04-2024,5,4,44,00:01:47.058,320.49,275.26
21-04-2024,5,5,16,00:01:47.045,320.93,276.22
21-04-2024,5,5,44,00:01:47.165,321.28,276.26
21-04-2024,5,6,16,00:01:48.186,322.97,276.52
21-04-2024,5,6,44,00:01:46.003,321.33,275.65
21-04-2024,5,7,16,00:01:52.155,322.42,276.47
21-04-2024,5,7,44,00:01:48.730,320.91,275.81
21-04-2024,5,8,16,00:01:47.950,322.23,276.5
21-04-2024,5,8,44,00:01:45.808,321.16,277.02
21-04-2024,5,9,16,00:01:47.990,323.65,276.32
21-04-2024,5,9,44,00:01:53.048,321.16,276.03
21-04-2024,5,10,16,00:01:51.287,321.49,277.27
21-04-2024,5,10,44,00:01:48.796,323.52,276.67
21-04-2024,5,11,16,00:01:51.254,323.71,275.78
21-04-2024,5,11,44,00:01:48.760,321.42,276.33
21-04-2024,5,12,16,00:01:46.757,321.23,276.44
21-04-2024,5,12,44,00:01:49.191,321.88,276.98
21-04-2024,5,13,16,00:01:47.587,322.74,275.92
21-04-2024,5,13,44,00:01:46.319,322.56,276.93
21-04-2024,5,14,16,00:01:52.661,323.11,276.4
21-04-2024,5,14,44,00:01:51.542,322.27,276.1
21-04-2024,5,15,16,00:01:49.478,322.85,276.39
21-04-2024,5,15,44,00:01:51.807,323.23,276.46
21-04-2024,5,16,16,00:01:52.406,321.89,277.19
21-04-2024,5,16,44,00:01:50.368,322.83,276.72
21-04-2024,5,17,16,00:01:50.879,323.81,276.41
21-04-2024,5,17,44,00:01:52.858,321.87,277.31
21-04-2024,5,18,16,00:01:51.356,322.59,277.6
21-04-2024,5,18,44,00:01:46.256,322.8,277.4
21-04-2024,5,19,16,00:01:50.192,322.86,277.66
21-04-2024,5,19,44,00:01:50.337,322.15,277.18
21-04-2024,5,20,16,00:01:53.284,323.52,276.8
21-04-2024,5,20,44,00:01:49.031,322.44,277.78
21-04-2024,5,21,16,00:01:48.563,322.11,277.39
21-04-2024,5,21,44,00:01:48.239,323.09,276.26
21-04-2024,5,22,16,00:01:50.501,323.97,277.84
